ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11145352,JA506111,11/09/2017 04:00:00 PM,078XX S MAY ST,0820,THEFT,$500 AND UNDER,STREET,false,false,612,6,17,71,06,1170012,1852830,2017,02/10/2018 03:50:01 PM,41.751657804,-87.652556744,"(41.751657804, -87.652556744)"
11142527,JA502515,11/07/2017 12:20:00 PM,046XX W ADAMS ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1113,11,28,25,18,1145386,1898719,2017,02/10/2018 03:50:01 PM,41.878083399,-87.741642698,"(41.878083399, -87.741642698)"
11139064,JA497978,11/03/2017 09:14:00 PM,011XX S CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,123,1,2,32,06,1175696,1895352,2017,02/10/2018 03:50:01 PM,41.86821682,-87.6304532,"(41.86821682, -87.6304532)"
11362959,JB325843,11/01/2017 01:50:00 PM,022XX N Clifton Ave,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,1811,18,32,7,06,,,2017,06/29/2018 03:54:08 PM,,,
11134878,JA492576,10/30/2017 10:30:00 PM,003XX S STATE ST,0460,BATTERY,SIMPLE,CTA PLATFORM,false,false,113,1,2,32,08B,1176426,1898846,2017,11/06/2017 03:52:31 PM,41.877788135,-87.627667799,"(41.877788135, -87.627667799)"
11127603,JA482926,10/23/2017 05:19:00 PM,032XX S DR MARTIN LUTHER KING JR DR,0325,ROBBERY,VEHICULAR HIJACKING,VEHICLE NON-COMMERCIAL,false,false,211,2,4,35,03,1179444,1883591,2017,02/10/2018 03:50:01 PM,41.835858844,-87.617053873,"(41.835858844, -87.617053873)"
11102082,JA449804,09/26/2017 11:30:00 PM,019XX S HOMAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1024,10,24,29,14,1154008,1890237,2017,02/10/2018 03:50:01 PM,41.854640387,-87.710210578,"(41.854640387, -87.710210578)"
11065941,JA404534,08/24/2017 10:00:00 AM,055XX W QUINCY ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,1522,15,29,25,26,1139678,1898456,2017,02/10/2018 03:50:01 PM,41.877467764,-87.762607847,"(41.877467764, -87.762607847)"
11027743,JA359373,07/22/2017 10:50:00 PM,057XX S RACINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,713,7,16,67,08B,1169298,1866822,2017,02/10/2018 03:50:01 PM,41.79006908,-87.654768679,"(41.79006908, -87.654768679)"
11007992,JA336717,07/06/2017 11:45:00 AM,070XX S ASHLAND AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,735,7,17,67,08B,1166895,1858132,2017,02/10/2018 03:50:01 PM,41.766274325,-87.66382789,"(41.766274325, -87.66382789)"
10996388,JA322482,06/25/2017 09:00:00 PM,133XX S BRANDON AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,433,4,10,55,08B,1199439,1817209,2017,02/10/2018 03:50:01 PM,41.653220991,-87.54591594,"(41.653220991, -87.54591594)"
10979258,JA304592,06/12/2017 12:00:00 PM,028XX N CAMBRIDGE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1934,19,44,6,26,1172153,1919080,2017,02/10/2018 03:50:01 PM,41.933406659,-87.642758936,"(41.933406659, -87.642758936)"
10964008,JA286459,05/26/2017 03:30:00 PM,053XX W WARWICK AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,ALLEY,false,false,1634,16,38,15,02,1140090,1924416,2017,02/10/2018 03:50:01 PM,41.948697403,-87.760458406,"(41.948697403, -87.760458406)"
10927252,JA241649,04/27/2017 05:21:00 PM,079XX S ESSEX AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,422,4,7,46,14,1194234,1852817,2017,02/10/2018 03:50:01 PM,41.751061918,-87.563796175,"(41.751061918, -87.563796175)"
10916494,JA230128,03/18/2017 12:00:00 PM,068XX S LOOMIS BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,724,7,17,67,08A,1168175,1859448,2017,09/23/2025 03:41:47 PM,41.769858163,-87.659098408,"(41.769858163, -87.659098408)"
10854134,JA158762,02/18/2017 04:40:00 PM,054XX N NORTHWEST HWY,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1622,16,45,11,08A,1135969,1935451,2017,02/10/2018 03:50:01 PM,41.979053079,-87.775342532,"(41.979053079, -87.775342532)"
10861528,JA167603,02/07/2017 08:00:00 AM,027XX W 24TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1034,10,12,30,11,1158413,1887952,2017,02/10/2018 03:50:01 PM,41.848281241,-87.694104741,"(41.848281241, -87.694104741)"
10868139,JA175099,02/01/2017 12:01:00 AM,026XX N PULASKI RD,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,false,false,2524,25,31,22,03,1149274,1917153,2017,02/10/2018 03:50:01 PM,41.928593713,-87.726888246,"(41.928593713, -87.726888246)"
10828182,JA129403,01/25/2017 12:14:00 PM,0000X W TERMINAL ST,1478,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,true,false,1653,16,41,76,15,1101811,1934419,2017,02/14/2017 03:49:42 PM,41.976762981,-87.900983721,"(41.976762981, -87.900983721)"
10815228,JA114762,01/13/2017 02:45:00 PM,057XX S LAFLIN ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,713,7,16,67,11,1167320,1866594,2017,02/10/2018 03:50:01 PM,41.789486032,-87.662027982,"(41.789486032, -87.662027982)"
10797569,HZ568056,12/28/2016 04:45:00 PM,115XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,524,5,34,53,08B,1173048,1828494,2016,02/10/2018 03:50:01 PM,41.684809877,-87.642147208,"(41.684809877, -87.642147208)"
10789711,HZ559630,12/20/2016 01:18:00 PM,016XX W CONGRESS PKWY,0460,BATTERY,SIMPLE,STREET,false,false,1231,12,2,28,08B,1165475,1897799,2016,02/10/2018 03:50:01 PM,41.875155116,-87.667906709,"(41.875155116, -87.667906709)"
10788890,HZ557185,12/19/2016 12:15:00 PM,076XX S CICERO AVE,0560,ASSAULT,SIMPLE,DEPARTMENT STORE,false,false,833,8,13,65,08A,1145727,1853720,2016,02/10/2018 03:50:01 PM,41.754592961,-87.741528537,"(41.754592961, -87.741528537)"
10787776,HZ557045,12/19/2016 11:10:00 AM,002XX S HAMLIN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1122,11,28,26,08B,1151106,1898626,2016,02/10/2018 03:50:01 PM,41.877718066,-87.720642462,"(41.877718066, -87.720642462)"
10810053,JA109315,12/14/2016 12:01:00 AM,013XX W 71ST ST,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,734,7,17,67,06,1168443,1857678,2016,02/10/2018 03:50:01 PM,41.764995286,-87.658166965,"(41.764995286, -87.658166965)"
10776691,HZ543230,12/06/2016 09:30:00 PM,008XX W 103RD ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2232,22,34,73,03,1172216,1836536,2016,02/10/2018 03:50:01 PM,41.706896655,-87.644957649,"(41.706896655, -87.644957649)"
10752458,HZ514897,11/14/2016 11:44:00 AM,050XX W HURON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,true,false,1531,15,28,25,18,1142697,1904178,2016,02/10/2018 03:50:01 PM,41.893114004,-87.751380266,"(41.893114004, -87.751380266)"
10750683,HZ512931,11/12/2016 03:40:00 PM,007XX E 111TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),POLICE FACILITY/VEH PARKING LOT,true,false,531,5,9,50,18,1183356,1831503,2016,02/10/2018 03:50:01 PM,41.692833841,-87.60431945,"(41.692833841, -87.60431945)"
10740254,HZ500039,11/02/2016 06:48:00 PM,021XX W BIRCHWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2424,24,49,1,08B,1160835,1949801,2016,02/10/2018 03:50:01 PM,42.017949041,-87.68349535,"(42.017949041, -87.68349535)"
10661715,HZ412530,08/29/2016 11:30:00 AM,077XX S AVALON AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,411,4,8,45,26,1185889,1853900,2016,02/10/2018 03:50:01 PM,41.754234523,-87.594341856,"(41.754234523, -87.594341856)"
10654467,HZ404407,08/23/2016 05:00:00 PM,046XX S MARSHFIELD AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,924,9,3,61,03,1166126,1873847,2016,02/10/2018 03:50:01 PM,41.809414621,-87.666199608,"(41.809414621, -87.666199608)"
10631282,HZ384270,08/08/2016 11:34:00 PM,053XX W OHIO ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1523,15,37,25,18,1140707,1903456,2016,02/10/2018 03:50:01 PM,41.891169553,-87.758706651,"(41.891169553, -87.758706651)"
10594768,HZ345978,07/12/2016 12:25:00 PM,040XX S WABASH AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,SIDEWALK,false,true,213,2,3,38,04B,1177382,1878317,2016,02/10/2018 03:50:01 PM,41.821433499,-87.624779591,"(41.821433499, -87.624779591)"
10561209,HZ308260,06/12/2016 06:45:00 AM,092XX S GREEN ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,2223,22,21,73,08A,1172270,1843531,2016,02/10/2018 03:50:01 PM,41.726090769,-87.644554978,"(41.726090769, -87.644554978)"
10555987,HZ302591,06/11/2016 06:30:00 AM,012XX W LELAND AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,false,false,1913,19,46,3,15,1167182,1931350,2016,02/10/2018 03:50:01 PM,41.967184483,-87.660673048,"(41.967184483, -87.660673048)"
10534537,HZ278306,05/24/2016 07:43:00 PM,003XX S DEARBORN ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA TRAIN,true,false,113,1,2,32,14,1175986,1898799,2016,02/10/2018 03:50:01 PM,41.87766908,-87.629284766,"(41.87766908, -87.629284766)"
10528081,HZ270812,05/19/2016 11:56:00 AM,013XX N PULASKI RD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,2534,25,27,23,18,1149478,1908442,2016,02/10/2018 03:50:01 PM,41.904685949,-87.726365155,"(41.904685949, -87.726365155)"
10478456,HZ217611,04/08/2016 01:13:00 AM,049XX W MONROE ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,1533,15,28,25,08B,1143646,1899212,2016,02/10/2018 03:50:01 PM,41.879468992,-87.748019301,"(41.879468992, -87.748019301)"
10464172,HZ201802,03/26/2016 11:45:00 AM,041XX N SPAULDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1724,17,33,16,08B,1153650,1927269,2016,09/07/2021 03:41:02 PM,41.956266704,-87.71053775,"(41.956266704, -87.71053775)"
10454492,HZ193756,03/19/2016 08:54:00 PM,013XX W 13TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CHA PARKING LOT/GROUNDS,true,false,1233,12,2,28,18,1167613,1894184,2016,02/10/2018 03:50:01 PM,41.865189511,-87.660160954,"(41.865189511, -87.660160954)"
10431963,HZ169909,02/29/2016 08:00:00 PM,048XX W PALMER ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,2522,25,31,19,03,1143603,1914187,2016,02/10/2018 03:50:01 PM,41.920562885,-87.747801902,"(41.920562885, -87.747801902)"
10431842,HZ169560,02/28/2016 02:00:00 PM,092XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,633,6,8,44,08B,1183176,1843968,2016,02/10/2018 03:50:01 PM,41.727043538,-87.604592232,"(41.727043538, -87.604592232)"
10405315,HZ141801,02/05/2016 07:00:00 PM,062XX S SEELEY AVE,0460,BATTERY,SIMPLE,ALLEY,false,false,714,7,15,67,08B,1163767,1863325,2016,02/10/2018 03:50:01 PM,41.780590862,-87.675147511,"(41.780590862, -87.675147511)"
10404876,HZ141134,02/03/2016 09:00:00 AM,009XX E 131ST ST,1120,DECEPTIVE PRACTICE,FORGERY,CHA APARTMENT,false,false,533,5,9,54,10,1184597,1818547,2016,02/10/2018 03:50:01 PM,41.657251865,-87.600179558,"(41.657251865, -87.600179558)"
10383433,HZ119929,01/18/2016 03:15:00 PM,075XX S KINGSTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,421,4,7,43,14,1194505,1855404,2016,02/10/2018 03:50:01 PM,41.758154191,-87.562718202,"(41.758154191, -87.562718202)"
10366889,HZ103075,01/03/2016 09:39:00 PM,064XX S MAPLEWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,false,825,8,15,66,14,1160481,1861891,2016,02/10/2018 03:50:01 PM,41.776724154,-87.687234143,"(41.776724154, -87.687234143)"
10366852,HZ102997,01/03/2016 07:30:00 PM,076XX S PHILLIPS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,421,4,7,43,08B,1193859,1854719,2016,02/10/2018 03:50:01 PM,41.756290353,-87.565108099,"(41.756290353, -87.565108099)"
10381905,HZ103748,01/01/2016 02:30:00 AM,003XX W HURON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,1831,18,42,8,07,1174099,1905015,2016,02/10/2018 03:50:01 PM,41.89476842,-87.636027812,"(41.89476842, -87.636027812)"
10355889,HY547107,12/22/2015 08:40:00 PM,061XX N RAVENSWOOD AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2433,24,40,77,08B,1163255,1940599,2015,02/10/2018 03:50:01 PM,41.99264777,-87.67485068,"(41.99264777, -87.67485068)"
10372381,HZ108257,12/15/2015 08:00:00 AM,013XX S LOOMIS ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1233,12,2,28,06,1167250,1893946,2015,02/10/2018 03:50:01 PM,41.864544223,-87.661500368,"(41.864544223, -87.661500368)"
10340373,HY531188,12/09/2015 07:40:00 PM,066XX S JUSTINE ST,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,725,7,17,67,04B,1167150,1860706,2015,02/10/2018 03:50:01 PM,41.773332267,-87.662819668,"(41.773332267, -87.662819668)"
10328034,HY519036,11/29/2015 10:00:00 PM,005XX S CLINTON ST,0560,ASSAULT,SIMPLE,CTA PLATFORM,false,false,124,1,2,28,08A,1172810,1897826,2015,02/10/2018 03:50:01 PM,41.875070002,-87.640974928,"(41.875070002, -87.640974928)"
10324065,HY513652,11/23/2015 11:37:00 PM,003XX N AUSTIN BLVD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,1512,15,29,25,26,1136323,1901595,2015,02/10/2018 03:50:01 PM,41.886142161,-87.7748517,"(41.886142161, -87.7748517)"
10303504,HY491564,11/06/2015 12:48:00 PM,070XX S WASHTENAW AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,831,8,18,66,04B,1159588,1857908,2015,02/10/2018 03:50:01 PM,41.765812589,-87.690616983,"(41.765812589, -87.690616983)"
10292477,HY480117,10/28/2015 04:58:00 PM,024XX E 79TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,421,4,7,43,18,1193697,1853057,2015,02/10/2018 03:50:01 PM,41.751733661,-87.565756125,"(41.751733661, -87.565756125)"
10280536,HY467782,10/18/2015 09:40:00 AM,056XX S SACRAMENTO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,824,8,14,63,14,1157337,1867190,2015,02/10/2018 03:50:01 PM,41.79132961,-87.698616608,"(41.79132961, -87.698616608)"
10267103,HY454365,10/06/2015 12:00:00 PM,024XX W ESTES AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,2411,24,50,2,08A,1158477,1947040,2015,02/10/2018 03:50:01 PM,42.010421572,-87.692248421,"(42.010421572, -87.692248421)"
10288488,HY476881,10/01/2015 12:30:00 PM,048XX S VINCENNES AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,223,2,3,38,11,1180404,1872863,2015,02/10/2018 03:50:01 PM,41.806398362,-87.613860969,"(41.806398362, -87.613860969)"
10246418,HY434438,09/22/2015 10:15:00 PM,014XX E 57TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,235,2,5,41,06,1186985,1867494,2015,02/10/2018 03:50:01 PM,41.791511723,-87.589894784,"(41.791511723, -87.589894784)"
10222611,HY409402,09/02/2015 07:00:00 PM,034XX W PERSHING RD,0820,THEFT,$500 AND UNDER,STREET,false,false,911,9,12,58,06,1154029,1878527,2015,02/10/2018 03:50:01 PM,41.822506287,-87.710445192,"(41.822506287, -87.710445192)"
10197260,HY381897,08/13/2015 07:00:00 PM,014XX S CANAL ST,0890,THEFT,FROM BUILDING,OTHER,false,false,124,1,2,28,06,1173362,1893147,2015,02/10/2018 03:50:01 PM,41.862218265,-87.639087164,"(41.862218265, -87.639087164)"
10188938,HY376818,08/10/2015 03:27:00 PM,070XX S MORGAN ST,0880,THEFT,PURSE-SNATCHING,SIDEWALK,false,false,733,7,17,68,06,1170858,1858216,2015,02/10/2018 03:50:01 PM,41.766419266,-87.649299614,"(41.766419266, -87.649299614)"
10168126,HY356867,07/26/2015 08:16:00 PM,028XX N LEAVITT ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1931,19,1,5,14,1161624,1918820,2015,02/10/2018 03:50:01 PM,41.932919405,-87.681459515,"(41.932919405, -87.681459515)"
10157606,HY346985,07/18/2015 11:30:00 PM,021XX W NORTH AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1424,14,32,24,03,1161861,1910624,2015,02/10/2018 03:50:01 PM,41.910424079,-87.680817747,"(41.910424079, -87.680817747)"
10146627,HY335495,07/10/2015 06:00:00 PM,011XX W JACKSON BLVD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,1232,12,2,28,06,1168933,1898798,2015,02/10/2018 03:50:01 PM,41.877822179,-87.655181405,"(41.877822179, -87.655181405)"
10145416,HY334464,07/09/2015 09:55:00 PM,073XX S KEDZIE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),true,false,835,8,18,66,15,1156358,1855893,2015,02/10/2018 03:50:01 PM,41.760348736,-87.702510288,"(41.760348736, -87.702510288)"
10134947,HY323360,07/01/2015 01:10:00 PM,021XX W WARREN BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,1223,12,2,28,14,1162152,1900334,2015,02/10/2018 03:50:01 PM,41.882181424,-87.680036566,"(41.882181424, -87.680036566)"
10106286,HY294932,06/09/2015 04:00:00 PM,031XX W MOFFAT ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1421,14,1,22,07,1155048,1912127,2015,06/18/2020 03:41:34 PM,41.914687937,-87.705805789,"(41.914687937, -87.705805789)"
10071261,HY259584,05/14/2015 07:00:00 AM,039XX W VAN BUREN ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1132,11,24,26,06,1150191,1897734,2015,02/10/2018 03:50:01 PM,41.875288193,-87.724025385,"(41.875288193, -87.724025385)"
10046851,HY235997,04/25/2015 10:00:00 PM,071XX S VINCENNES AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,GAS STATION,false,false,731,7,6,69,26,1176589,1857611,2015,02/10/2018 03:50:01 PM,41.764632089,-87.628311641,"(41.764632089, -87.628311641)"
10313975,HY503188,03/22/2015 08:00:00 AM,039XX N PINE GROVE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,1925,19,46,6,11,1170694,1926410,2015,02/10/2018 03:50:01 PM,41.953552585,-87.647905229,"(41.953552585, -87.647905229)"
9997104,HY187483,03/16/2015 11:06:00 PM,076XX S PEORIA ST,1570,SEX OFFENSE,PUBLIC INDECENCY,STREET,false,false,621,6,17,71,17,1171627,1854263,2015,02/10/2018 03:50:01 PM,41.755554922,-87.646596618,"(41.755554922, -87.646596618)"
9962978,HY152165,02/15/2015 12:05:00 AM,014XX W LAKE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1224,12,27,28,06,1166633,1901539,2015,02/10/2018 03:50:01 PM,41.885393253,-87.663547848,"(41.885393253, -87.663547848)"
9953477,HY141570,02/05/2015 10:00:00 PM,017XX E 92ND PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,413,4,8,48,07,1189407,1843988,2015,02/10/2018 03:50:01 PM,41.726951398,-87.581766948,"(41.726951398, -87.581766948)"
9888450,HX538733,12/11/2014 05:36:00 PM,002XX S CANAL ST,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,SIDEWALK,true,false,121,1,2,28,26,1173177,1899250,2014,02/10/2018 03:50:01 PM,41.878969421,-87.639585205,"(41.878969421, -87.639585205)"
9935698,HX529260,12/03/2014 02:13:00 PM,102XX S AVENUE J,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,true,false,432,4,10,52,18,1202485,1837595,2014,02/10/2018 03:50:01 PM,41.709085198,-87.534079128,"(41.709085198, -87.534079128)"
9878485,HX523472,11/28/2014 12:30:00 PM,006XX N MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,MOVIE HOUSE/THEATER,false,true,1834,18,42,8,08B,1177327,1904307,2014,02/10/2018 03:50:01 PM,41.892753031,-87.624193896,"(41.892753031, -87.624193896)"
9832830,HX482984,10/25/2014 11:30:00 PM,009XX W IRVING PARK RD,0810,THEFT,OVER $500,SIDEWALK,false,false,1923,19,46,6,06,1169379,1926750,2014,02/10/2018 03:50:01 PM,41.954514316,-87.652729335,"(41.954514316, -87.652729335)"
9827552,HX477296,10/22/2014 07:20:00 AM,032XX W 19TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1022,10,24,29,18,1154913,1890522,2014,02/10/2018 03:50:01 PM,41.855404389,-87.706881196,"(41.855404389, -87.706881196)"
9740777,HX391156,08/16/2014 12:01:00 AM,058XX S HARPER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,235,2,5,41,14,1187244,1866600,2014,02/10/2018 03:50:01 PM,41.789052368,-87.588973479,"(41.789052368, -87.588973479)"
9707462,HX357106,07/22/2014 02:30:00 PM,076XX S EMERALD AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,false,false,621,6,17,71,06,1172623,1854303,2014,02/10/2018 03:50:01 PM,41.755642812,-87.642945357,"(41.755642812, -87.642945357)"
9674111,HX324495,06/29/2014 10:40:00 PM,050XX W CHICAGO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,true,false,1531,15,37,25,18,1142793,1904852,2014,02/10/2018 03:50:01 PM,41.894961752,-87.751010889,"(41.894961752, -87.751010889)"
9658222,HX308401,06/18/2014 07:09:00 AM,024XX W OGDEN AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,1023,10,28,28,26,1160441,1893908,2014,02/04/2016 06:33:39 AM,41.864583447,-87.686497178,"(41.864583447, -87.686497178)"
9642384,HX292937,06/05/2014 11:00:00 PM,067XX S CHAMPLAIN AVE,0460,BATTERY,SIMPLE,STREET,false,false,321,3,20,42,08B,1181726,1860566,2014,02/10/2018 03:50:01 PM,41.772623821,-87.609392152,"(41.772623821, -87.609392152)"
9632488,HX283394,05/30/2014 11:50:00 PM,051XX W CHICAGO AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,STREET,true,false,1531,15,28,25,08A,1141985,1904844,2014,02/10/2018 03:50:01 PM,41.894954809,-87.753978694,"(41.894954809, -87.753978694)"
9617780,HX267830,05/19/2014 02:05:00 PM,055XX S SHIELDS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,711,7,3,68,18,1174917,1868023,2014,02/04/2016 06:33:39 AM,41.793241202,-87.634129641,"(41.793241202, -87.634129641)"
9611826,HX261783,05/14/2014 05:54:00 PM,037XX W 78TH PL,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,833,8,18,70,26,1152318,1852351,2014,02/10/2018 03:50:01 PM,41.750709242,-87.7174101,"(41.750709242, -87.7174101)"
9605891,HX255679,05/10/2014 12:35:00 AM,107XX S AVENUE M,2022,NARCOTICS,POSS: COCAINE,RESIDENTIAL YARD (FRONT/BACK),true,false,432,4,10,52,18,1201525,1834436,2014,02/10/2018 03:50:01 PM,41.700441032,-87.537701543,"(41.700441032, -87.537701543)"
9585572,HX234868,04/23/2014 08:00:00 PM,0000X E JACKSON BLVD,0890,THEFT,FROM BUILDING,OTHER,false,false,113,1,2,32,06,1176528,1899005,2014,02/10/2018 03:50:01 PM,41.878222138,-87.627288482,"(41.878222138, -87.627288482)"
9533284,HX187385,03/16/2014 06:18:00 PM,010XX W 104TH PL,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,2232,22,34,73,04B,1171144,1835519,2014,02/04/2016 06:33:39 AM,41.7041293,-87.648912894,"(41.7041293, -87.648912894)"
9498222,HX152930,02/16/2014 02:45:00 AM,063XX N RIDGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2433,24,50,2,14,1162790,1942276,2014,02/04/2016 06:33:39 AM,41.997259307,-87.676513792,"(41.997259307, -87.676513792)"
9486099,HX139633,02/05/2014 02:15:00 AM,024XX W MOFFAT ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1434,14,1,22,08B,1159805,1912220,2014,02/10/2018 03:50:01 PM,41.914846296,-87.688326619,"(41.914846296, -87.688326619)"
9485331,HX138493,02/04/2014 01:00:00 AM,062XX W SCHOOL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1633,16,36,17,14,1134154,1921282,2014,02/10/2018 03:50:01 PM,41.940204169,-87.782352469,"(41.940204169, -87.782352469)"
9564405,HX215662,01/30/2014 10:00:00 AM,033XX W 63RD ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,823,8,15,66,11,1155176,1862650,2014,02/10/2018 03:50:01 PM,41.778914691,-87.706661951,"(41.778914691, -87.706661951)"
9466492,HX119182,01/18/2014 01:25:00 PM,090XX S CREGIER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,413,4,8,48,08B,1189761,1845347,2014,02/10/2018 03:50:01 PM,41.730672142,-87.580426678,"(41.730672142, -87.580426678)"
9448426,HX101676,01/02/2014 05:33:00 PM,112XX S MICHIGAN AVE,0810,THEFT,OVER $500,STREET,false,false,531,5,9,49,06,1178806,1830304,2014,02/04/2016 06:33:39 AM,41.689648078,-87.62101403,"(41.689648078, -87.62101403)"
