ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
7574685,HS364413,06/17/2010 12:03:00 PM,066XX S ST LAWRENCE AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,true,false,321,3,20,42,18,1181375,1861109,2010,02/10/2018 03:50:01 PM,41.774121967,-87.610662082,"(41.774121967, -87.610662082)"
7477214,HS279548,04/27/2010 10:30:00 PM,022XX S MARSHALL BLVD,0810,THEFT,OVER $500,STREET,false,false,1033,10,12,30,06,1157054,1888935,2010,02/10/2018 03:50:01 PM,41.851006354,-87.699065722,"(41.851006354, -87.699065722)"
7461192,HS262874,04/17/2010 06:45:00 PM,040XX W WILCOX ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1115,11,28,26,03,1149577,1899032,2010,02/10/2018 03:50:01 PM,41.878861991,-87.72624606,"(41.878861991, -87.72624606)"
7424455,HS226006,03/25/2010 10:10:00 PM,009XX W 78TH ST,0560,ASSAULT,SIMPLE,STREET,false,true,621,6,17,71,08A,1171469,1853118,2010,02/10/2018 03:50:01 PM,41.752416353,-87.647209113,"(41.752416353, -87.647209113)"
7402905,HS204686,03/12/2010 06:00:00 PM,038XX N OCTAVIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1631,16,38,17,14,1126728,1924626,2010,02/10/2018 03:50:01 PM,41.949508238,-87.809570933,"(41.949508238, -87.809570933)"
7398280,HS199687,03/09/2010 08:00:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,122,1,42,32,06,1176352,1900927,2010,02/10/2018 03:50:01 PM,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
7394924,HS197286,03/08/2010 01:22:00 PM,049XX W IOWA ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,true,false,1531,15,37,25,18,1143312,1905529,2010,09/23/2025 03:41:47 PM,41.896809836,-87.749087786,"(41.896809836, -87.749087786)"
7382180,HS183527,02/27/2010 12:15:00 PM,037XX W OHIO ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1122,11,27,23,18,1151375,1903742,2010,02/10/2018 03:50:01 PM,41.891751638,-87.719520394,"(41.891751638, -87.719520394)"
7360738,HS162275,02/12/2010 03:12:00 PM,115XX S BISHOP FORD EXPY IB,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,true,false,532,5,10,54,15,1184132,1828903,2010,02/10/2018 03:50:01 PM,41.685681037,-87.601559261,"(41.685681037, -87.601559261)"
7335033,HS138179,01/26/2010 03:45:00 PM,045XX W MONTROSE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1722,17,45,16,18,1145039,1928855,2010,02/10/2018 03:50:01 PM,41.960786178,-87.742154017,"(41.960786178, -87.742154017)"
7325415,HS129886,01/20/2010 10:40:00 PM,039XX W DIVISION ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2535,25,27,23,18,1150069,1907718,2010,02/10/2018 03:50:01 PM,41.902687726,-87.724213107,"(41.902687726, -87.724213107)"
7298825,HS102596,01/02/2010 10:55:00 PM,114XX S CALUMET AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,true,true,531,5,9,49,04B,1180618,1829263,2010,02/10/2018 03:50:01 PM,41.686750118,-87.61441214,"(41.686750118, -87.61441214)"
7378513,HR713132,12/31/2009 01:00:00 PM,010XX N KEELER AVE,0890,THEFT,FROM BUILDING,VACANT LOT/LAND,false,false,1111,11,37,23,06,1148193,1906564,2009,02/28/2018 03:56:25 PM,41.899557376,-87.731133799,"(41.899557376, -87.731133799)"
7293316,HR710412,12/29/2009 04:30:00 PM,013XX N HUDSON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,1821,18,27,8,08A,1173068,1909520,2009,09/23/2025 03:41:47 PM,41.907153315,-87.639680572,"(41.907153315, -87.639680572)"
7289313,HR706039,12/24/2009 06:00:00 PM,033XX W BELMONT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,false,false,1412,14,35,21,14,1153744,1921087,2009,02/10/2018 03:50:01 PM,41.939300984,-87.710357367,"(41.939300984, -87.710357367)"
7265434,HR669087,12/01/2009 02:52:00 PM,018XX W MONROE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1211,12,2,28,11,1164254,1899585,2009,02/28/2018 03:56:25 PM,41.880081938,-87.672339218,"(41.880081938, -87.672339218)"
7274450,HR663628,11/25/2009 01:00:00 PM,001XX S STATE ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,SMALL RETAIL STORE,false,false,123,1,42,32,06,1176401,1899804,2009,02/28/2018 03:56:25 PM,41.880417506,-87.627730673,"(41.880417506, -87.627730673)"
7241760,HR653925,11/21/2009 02:15:00 AM,034XX W DICKENS AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,true,false,1413,14,26,22,05,1153253,1913744,2009,02/28/2018 03:56:25 PM,41.919160976,-87.712357393,"(41.919160976, -87.712357393)"
7234500,HR649461,11/18/2009 01:00:00 PM,125XX S YALE AVE,0890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,false,false,523,5,9,53,06,1176885,1821849,2009,02/28/2018 03:56:25 PM,41.666489628,-87.62830007,"(41.666489628, -87.62830007)"
7748070,HR627478,11/04/2009 06:00:00 PM,004XX W OAKDALE AVE,0810,THEFT,OVER $500,OTHER,false,false,2333,19,44,6,06,,,2009,08/17/2015 03:03:40 PM,,,
7209685,HR624584,11/03/2009 07:25:00 PM,028XX W 64TH ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,823,8,15,66,26,1158362,1862074,2009,02/28/2018 03:56:25 PM,41.777269757,-87.694997386,"(41.777269757, -87.694997386)"
7208172,HR623169,11/03/2009 01:34:00 AM,016XX W NORTH AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),true,false,1433,14,1,24,15,1165291,1910723,2009,02/28/2018 03:56:25 PM,41.910623447,-87.668214445,"(41.910623447, -87.668214445)"
7205202,HR619829,10/31/2009 11:33:00 PM,005XX W WEBSTER AVE,2220,LIQUOR LAW VIOLATION,ILLEGAL POSSESSION BY MINOR,STREET,true,false,1812,18,43,7,22,1172233,1914890,2009,02/04/2016 06:33:39 AM,41.921907349,-87.642588988,"(41.921907349, -87.642588988)"
7213818,HR619120,10/31/2009 06:14:00 PM,078XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,false,true,624,6,6,69,08B,1182924,1853176,2009,02/28/2018 03:56:25 PM,41.752317165,-87.605229956,"(41.752317165, -87.605229956)"
7171296,HR581671,10/09/2009 12:00:00 PM,058XX S MARYLAND AVE,0810,THEFT,OVER $500,HOSPITAL BUILDING/GROUNDS,false,false,2133,2,5,41,06,,,2009,08/17/2015 03:03:40 PM,,,
7168764,HR577726,10/08/2009 03:00:00 PM,012XX W 97TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,true,true,2213,22,21,73,08B,1169759,1840191,2009,02/28/2018 03:56:25 PM,41.71698008,-87.653849525,"(41.71698008, -87.653849525)"
7454193,HR560258,09/25/2009 07:20:00 PM,001XX W 110TH PL,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,513,5,34,49,06,,,2009,08/17/2015 03:03:40 PM,,,
7136778,HR546064,09/19/2009 04:30:00 PM,003XX N MASON AVE,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),false,false,1512,15,29,25,06,1136710,1901668,2009,02/28/2018 03:56:25 PM,41.886335563,-87.773428775,"(41.886335563, -87.773428775)"
7124801,HR534379,09/08/2009 07:30:00 AM,003XX E NORTH WATER ST,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,false,false,1834,18,42,8,06,1178425,1903153,2009,02/28/2018 03:56:25 PM,41.889561428,-87.620196651,"(41.889561428, -87.620196651)"
7094704,HR503714,08/25/2009 04:00:00 PM,0000X S KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,GOVERNMENT BUILDING/PROPERTY,false,false,1124,11,28,27,14,1155056,1899700,2009,02/28/2018 03:56:25 PM,41.880586939,-87.706110174,"(41.880586939, -87.706110174)"
7094278,HR499890,08/23/2009 10:00:00 PM,059XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,false,true,712,7,16,68,08B,1170659,1865532,2009,02/28/2018 03:56:25 PM,41.786499587,-87.649815884,"(41.786499587, -87.649815884)"
7092357,HR499794,08/23/2009 08:35:00 PM,060XX S INDIANA AVE,0460,BATTERY,SIMPLE,STREET,false,false,311,3,20,40,08B,1178630,1865109,2009,02/28/2018 03:56:25 PM,41.785161229,-87.620603115,"(41.785161229, -87.620603115)"
7085064,HR493455,08/20/2009 01:00:00 AM,051XX S WASHTENAW AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,true,false,911,9,14,63,05,1159243,1870492,2009,02/28/2018 03:56:25 PM,41.800351913,-87.691537258,"(41.800351913, -87.691537258)"
7070873,HR478217,08/11/2009 06:40:00 PM,064XX N CLARK ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,VEHICLE NON-COMMERCIAL,true,false,2432,24,40,1,18,1164254,1943116,2009,09/23/2025 03:41:47 PM,41.999533347,-87.671104423,"(41.999533347, -87.671104423)"
7070432,HR477616,08/11/2009 12:30:00 PM,036XX W LEXINGTON ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,1133,11,24,27,08B,1152155,1896451,2009,02/28/2018 03:56:25 PM,41.871729015,-87.716848135,"(41.871729015, -87.716848135)"
7091946,HR500768,08/03/2009 12:00:00 AM,017XX E 85TH ST,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,false,false,412,4,8,45,10,1189338,1848965,2009,02/10/2018 03:50:01 PM,41.740610434,-87.58186052,"(41.740610434, -87.58186052)"
7052815,HR458352,07/31/2009 12:50:00 PM,001XX W CERMAK RD,0560,ASSAULT,SIMPLE,CTA BUS,false,false,2111,9,25,34,08A,1175415,1889752,2009,02/04/2016 06:33:39 AM,41.852856343,-87.631652817,"(41.852856343, -87.631652817)"
7043604,HR450533,07/27/2009 01:22:23 AM,075XX N SHERIDAN RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2422,24,49,1,08B,1165632,1950066,2009,09/07/2021 03:41:02 PM,42.018574911,-87.665835787,"(42.018574911, -87.665835787)"
7031962,HR439344,07/17/2009 10:00:00 AM,061XX N KENMORE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,2433,24,48,77,08A,1168133,1940771,2009,09/23/2025 03:41:47 PM,41.993015414,-87.656902805,"(41.993015414, -87.656902805)"
7011367,HR418090,07/08/2009 09:00:00 AM,008XX W OHIO ST,0810,THEFT,OVER $500,STREET,false,false,1323,12,27,24,06,1170812,1904067,2009,02/04/2016 06:33:39 AM,41.89223972,-87.648127757,"(41.89223972, -87.648127757)"
6998784,HR404377,06/30/2009 06:10:00 PM,027XX W LAWRENCE AVE,0460,BATTERY,SIMPLE,STREET,true,false,2031,20,40,4,08B,1157422,1931773,2009,02/10/2018 03:50:01 PM,41.968549875,-87.696547837,"(41.968549875, -87.696547837)"
6994382,HR400582,06/28/2009 05:00:00 PM,079XX S DR MARTIN LUTHER KING JR DR,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESTAURANT,false,true,623,6,6,44,20,1180275,1852549,2009,09/23/2025 03:41:47 PM,41.750657714,-87.614956494,"(41.750657714, -87.614956494)"
6983527,HR388628,06/22/2009 07:30:00 AM,078XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,624,6,6,69,14,1180265,1853058,2009,02/28/2018 03:56:25 PM,41.752054696,-87.614977565,"(41.752054696, -87.614977565)"
6979536,HR382544,06/18/2009 06:00:00 PM,029XX W FULTON ST,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),false,false,1331,12,27,27,06,1156748,1901866,2009,02/28/2018 03:56:25 PM,41.88649655,-87.699838571,"(41.88649655, -87.699838571)"
6973408,HR377644,06/16/2009 03:00:00 AM,041XX W CARROLL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1114,11,28,26,08B,1148797,1901915,2009,02/28/2018 03:56:25 PM,41.886788369,-87.729035555,"(41.886788369, -87.729035555)"
6978865,HR374917,06/14/2009 01:10:00 PM,067XX S BLACKSTONE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,332,3,5,43,18,1187356,1860781,2009,02/10/2018 03:50:01 PM,41.773081899,-87.588747571,"(41.773081899, -87.588747571)"
6947317,HR353332,06/01/2009 11:30:00 PM,014XX W CATALPA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,2013,20,48,77,18,1165437,1936624,2009,02/28/2018 03:56:25 PM,41.981693936,-87.666938327,"(41.981693936, -87.666938327)"
6933378,HR338816,05/24/2009 03:15:00 PM,035XX S INDIANA AVE,0460,BATTERY,SIMPLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,211,2,3,35,08B,1178180,1881642,2009,02/28/2018 03:56:25 PM,41.830539469,-87.621751114,"(41.830539469, -87.621751114)"
6926747,HR331403,05/20/2009 12:00:00 AM,025XX W FITCH AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2411,24,50,2,06,1158022,1947355,2009,02/28/2018 03:56:25 PM,42.01129528,-87.693913879,"(42.01129528, -87.693913879)"
6926439,HR330727,05/19/2009 02:30:00 PM,036XX W BELLE PLAINE AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1723,17,33,16,06,1151524,1927011,2009,02/28/2018 03:56:25 PM,41.955600865,-87.718360314,"(41.955600865, -87.718360314)"
6918591,HR323168,05/15/2009 07:10:00 PM,049XX W AUGUSTA BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1531,15,37,25,08B,1143276,1906198,2009,02/28/2018 03:56:25 PM,41.898646321,-87.74920328,"(41.898646321, -87.74920328)"
6913264,HR317195,05/12/2009 05:28:00 PM,030XX W 38TH PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,913,9,14,58,18,1156719,1878938,2009,02/04/2016 06:33:39 AM,41.823580183,-87.700565545,"(41.823580183, -87.700565545)"
6893424,HR299535,05/02/2009 05:40:00 PM,061XX N HOYNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2413,24,40,2,14,1161223,1940400,2009,02/28/2018 03:56:25 PM,41.992144338,-87.682330633,"(41.992144338, -87.682330633)"
7034610,HR441976,05/01/2009 12:00:00 AM,026XX W LOGAN BLVD,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,1431,14,35,22,06,1158130,1917181,2009,02/28/2018 03:56:25 PM,41.928494054,-87.694344556,"(41.928494054, -87.694344556)"
6854090,HR260580,04/09/2009 11:00:00 PM,074XX S PHILLIPS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,334,3,7,43,08A,1193940,1855911,2009,09/23/2025 03:41:47 PM,41.759559307,-87.564772229,"(41.759559307, -87.564772229)"
6853937,HR260271,04/09/2009 08:00:00 PM,036XX W 69TH PL,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,RESIDENCE,false,false,833,8,13,65,17,1153325,1858279,2009,02/28/2018 03:56:25 PM,41.7669568,-87.713563425,"(41.7669568, -87.713563425)"
6852227,HR258995,04/08/2009 06:00:00 PM,080XX S CONSTANCE AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,414,4,8,46,26,1189825,1851842,2009,02/28/2018 03:56:25 PM,41.748493506,-87.579983944,"(41.748493506, -87.579983944)"
6847325,HR254458,04/06/2009 02:00:00 PM,016XX W GARFIELD BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,932,9,16,61,08B,1166515,1868240,2009,02/10/2018 03:50:01 PM,41.794020066,-87.664932745,"(41.794020066, -87.664932745)"
6827045,HR235625,03/24/2009 05:00:00 PM,059XX S PAULINA ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,714,7,15,67,08B,1166025,1865410,2009,02/28/2018 03:56:25 PM,41.786264639,-87.666810004,"(41.786264639, -87.666810004)"
6821681,HR229330,03/22/2009 01:30:00 PM,009XX N HAMLIN AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,false,false,1112,11,27,23,26,1150881,1906006,2009,02/28/2018 03:56:25 PM,41.897973968,-87.721275332,"(41.897973968, -87.721275332)"
6819703,HR223803,03/19/2009 10:00:00 AM,081XX S STEWART AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, GROUNDS",true,false,622,6,21,44,18,1175040,1850981,2009,02/04/2016 06:33:39 AM,41.746473269,-87.634186599,"(41.746473269, -87.634186599)"
6795725,HR197373,03/03/2009 06:05:00 PM,039XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1122,11,28,26,18,1150223,1899725,2009,02/28/2018 03:56:25 PM,41.880751096,-87.723855981,"(41.880751096, -87.723855981)"
6775079,HR189217,02/24/2009 02:15:00 PM,006XX W KEMPER PL,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,1812,18,43,7,08B,1171662,1915868,2009,02/28/2018 03:56:25 PM,41.924603628,-87.644658124,"(41.924603628, -87.644658124)"
6746600,HR163343,02/10/2009 12:45:00 PM,100XX S CALUMET AVE,2027,NARCOTICS,POSS: CRACK,STREET,true,false,511,5,9,49,18,1180351,1838503,2009,02/04/2016 06:33:39 AM,41.712112049,-87.615107494,"(41.712112049, -87.615107494)"
6714289,HR129080,01/19/2009 08:55:00 PM,008XX W 87TH ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,2222,22,21,71,06,1171993,1847157,2009,02/28/2018 03:56:25 PM,41.736047095,-87.6454635,"(41.736047095, -87.6454635)"
6713770,HR130085,01/17/2009 05:00:00 PM,043XX N RIDGEWAY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1723,17,39,16,07,1150614,1928490,2009,02/04/2016 06:33:39 AM,41.959677219,-87.721666882,"(41.959677219, -87.721666882)"
6692072,HR105837,01/04/2009 05:00:00 PM,009XX W BELMONT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,false,false,1932,19,44,6,07,1169607,1921441,2009,02/28/2018 03:56:25 PM,41.93994124,-87.652046309,"(41.93994124, -87.652046309)"
6639589,HP711916,12/01/2008 09:09:06 PM,073XX S EUCLID AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,333,3,5,43,18,1190310,1856783,2008,02/28/2018 03:56:25 PM,41.762040373,-87.578047814,"(41.762040373, -87.578047814)"
6602406,HP673866,11/09/2008 05:10:28 AM,016XX W GREENLEAF AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,2423,24,49,1,04B,1164273,1947025,2008,02/10/2018 03:50:01 PM,42.010259327,-87.670923267,"(42.010259327, -87.670923267)"
6971851,HR376620,11/01/2008 04:00:00 PM,049XX S KEDVALE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,815,8,14,57,06,1149528,1871611,2008,02/10/2018 03:50:01 PM,41.803616143,-87.727136612,"(41.803616143, -87.727136612)"
6586194,HP658091,10/31/2008 03:08:00 PM,035XX E 114TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,433,4,10,52,18,1201660,1829983,2008,02/10/2018 03:50:01 PM,41.688218178,-87.537357913,"(41.688218178, -87.537357913)"
6575176,HP647851,10/25/2008 09:00:00 PM,0000X E 121ST ST,1330,CRIMINAL TRESPASS,TO LAND,ABANDONED BUILDING,true,false,532,5,9,53,26,1178653,1824713,2008,02/28/2018 03:56:25 PM,41.674309013,-87.621743218,"(41.674309013, -87.621743218)"
6562111,HP635859,10/19/2008 04:13:00 AM,027XX N KENMORE AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,ALLEY,false,false,1933,19,32,7,03,1168792,1918258,2008,02/28/2018 03:56:25 PM,41.931224675,-87.655134215,"(41.931224675, -87.655134215)"
6531432,HP602827,10/01/2008 07:00:00 AM,042XX W DIVISION ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,true,2534,25,37,23,04A,1147973,1907664,2008,09/07/2021 03:41:02 PM,41.902580126,-87.731913541,"(41.902580126, -87.731913541)"
6546786,HP594951,09/26/2008 07:00:00 PM,048XX W LAKE ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,1532,15,28,25,16,1143990,1901850,2008,02/10/2018 03:50:01 PM,41.886701536,-87.746689956,"(41.886701536, -87.746689956)"
6492071,HP562682,09/09/2008 09:05:00 PM,049XX S KOMENSKY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,815,8,14,57,14,1150196,1871659,2008,02/28/2018 03:56:25 PM,41.803734907,-87.724685448,"(41.803734907, -87.724685448)"
6476360,HP552927,09/04/2008 01:46:21 PM,002XX E PERSHING RD,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,211,2,3,35,06,1178744,1879190,2008,02/28/2018 03:56:25 PM,41.823798151,-87.619756522,"(41.823798151, -87.619756522)"
6468788,HP546852,09/01/2008 10:45:00 AM,061XX S WHIPPLE ST,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,OTHER,false,false,823,8,15,66,03,1157101,1863864,2008,02/28/2018 03:56:25 PM,41.782207371,-87.699571875,"(41.782207371, -87.699571875)"
6464688,HP540645,08/28/2008 09:09:04 PM,026XX W TOUHY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2411,24,50,2,08B,1157391,1947661,2008,09/07/2021 03:41:02 PM,42.012147864,-87.696227217,"(42.012147864, -87.696227217)"
6450691,HP530077,08/23/2008 02:00:00 AM,071XX S MOZART ST,0810,THEFT,OVER $500,STREET,false,false,831,8,18,66,06,1158608,1857141,2008,02/10/2018 03:50:01 PM,41.763727864,-87.694229929,"(41.763727864, -87.694229929)"
6450308,HP525751,08/21/2008 06:40:00 AM,016XX W 49TH ST,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,true,false,931,9,16,61,16,1166418,1872226,2008,02/28/2018 03:56:25 PM,41.804960188,-87.665174824,"(41.804960188, -87.665174824)"
6439729,HP518338,08/16/2008 10:45:00 PM,032XX N LAKE SHORE DR NB,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,PARK PROPERTY,false,false,2331,19,44,6,02,1173277,1921799,2008,02/28/2018 03:56:25 PM,41.940842775,-87.638547362,"(41.940842775, -87.638547362)"
6364309,HP448658,07/12/2008 05:04:00 PM,092XX S LA SALLE ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,true,false,634,6,21,49,24,1176900,1843789,2008,02/28/2018 03:56:25 PM,41.726695841,-87.627587259,"(41.726695841, -87.627587259)"
6371446,HP447018,07/11/2008 09:20:00 PM,011XX S WESTERN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1135,11,28,28,08B,1160548,1895114,2008,02/10/2018 03:50:01 PM,41.867890615,-87.686071002,"(41.867890615, -87.686071002)"
6351338,HP437058,07/06/2008 11:32:39 PM,060XX S PRAIRIE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE PORCH/HALLWAY,false,false,311,3,20,40,04B,1179072,1865104,2008,02/28/2018 03:56:25 PM,41.785137443,-87.618982714,"(41.785137443, -87.618982714)"
6344489,HP427298,06/30/2008 10:00:00 PM,084XX S VERNON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,632,6,6,44,06,1180830,1849052,2008,02/28/2018 03:56:25 PM,41.741048817,-87.613029999,"(41.741048817, -87.613029999)"
6325155,HP410644,06/22/2008 01:00:00 AM,002XX E MARQUETTE RD,0810,THEFT,OVER $500,STREET,false,false,322,3,20,69,06,1178885,1860639,2008,02/28/2018 03:56:25 PM,41.772889293,-87.619804169,"(41.772889293, -87.619804169)"
6288842,HP376272,06/05/2008 07:38:52 AM,043XX S WABASH AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,OTHER,false,false,221,2,3,38,17,1177436,1876313,2008,02/10/2018 03:50:01 PM,41.815933131,-87.624642127,"(41.815933131, -87.624642127)"
6294202,HP375918,06/04/2008 10:58:00 PM,039XX N SHERIDAN RD,0460,BATTERY,SIMPLE,CTA TRAIN,false,false,2324,19,44,6,08B,1168891,1926517,2008,02/28/2018 03:56:25 PM,41.953885576,-87.65453007,"(41.953885576, -87.65453007)"
6307690,HP392855,06/04/2008 04:00:00 PM,008XX N TRIPP AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE-GARAGE,false,false,1111,11,37,23,17,1147889,1905395,2008,02/10/2018 03:50:01 PM,41.896355366,-87.732280482,"(41.896355366, -87.732280482)"
6274510,HP360489,05/27/2008 04:45:00 PM,026XX S UNION AVE,0810,THEFT,OVER $500,STREET,false,false,923,9,11,60,06,1172069,1886867,2008,02/28/2018 03:56:25 PM,41.84501404,-87.644018605,"(41.84501404, -87.644018605)"
6252304,HP339317,05/16/2008 01:00:00 PM,002XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,124,1,42,32,06,1177258,1901860,2008,02/28/2018 03:56:25 PM,41.886039903,-87.624521539,"(41.886039903, -87.624521539)"
6227057,HP313245,05/02/2008 03:00:00 PM,003XX W OAK ST,0560,ASSAULT,SIMPLE,CHA PARKING LOT/GROUNDS,false,true,1823,18,27,8,08A,1173484,1907095,2008,09/07/2021 03:41:02 PM,41.900489748,-87.638224621,"(41.900489748, -87.638224621)"
6208904,HP294395,04/22/2008 01:50:00 PM,003XX W 42ND ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,true,false,935,9,3,61,18,1174442,1877099,2008,02/28/2018 03:56:25 PM,41.818157221,-87.635601233,"(41.818157221, -87.635601233)"
6208193,HP292415,04/20/2008 07:00:00 PM,063XX W 59TH ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,811,8,23,64,05,1135320,1864750,2008,02/28/2018 03:56:25 PM,41.785051497,-87.779407539,"(41.785051497, -87.779407539)"
6156259,HP243675,03/25/2008 06:52:00 PM,132XX S PRAIRIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,533,5,9,54,14,1180210,1817348,2008,02/28/2018 03:56:25 PM,41.654062894,-87.616268706,"(41.654062894, -87.616268706)"
